temperature,package,preservative,sterilization,target,frequency_encoded
1.783132530120482,2.327777777777778,1.8283505905811694,1.5484828290849835,2,2.327777777777778
1.9078341013824884,1.2531645569620253,1.7228665199779425,1.5484828290849835,1,1.2531645569620253
1.9078341013824884,1.2531645569620253,1.8283505905811694,1.5484828290849835,1,1.2531645569620253
1.9078341013824884,2.327777777777778,2.8321087264967653,1.5484828290849835,5,2.327777777777778
1.9078341013824884,2.327777777777778,1.8283505905811694,1.5484828290849835,4,2.327777777777778
2.5185185185185186,2.327777777777778,2.8321087264967653,2.58424545576396,5,2.327777777777778
2.5185185185185186,2.327777777777778,1.7228665199779425,2.58424545576396,1,2.327777777777778
2.5185185185185186,2.327777777777778,2.307813144099924,2.58424545576396,1,2.327777777777778
2.5185185185185186,2.327777777777778,1.8283505905811694,2.58424545576396,1,2.327777777777778
1.783132530120482,2.327777777777778,1.8283505905811694,2.946169754800492,1,2.327777777777778
1.9078341013824884,2.327777777777778,1.8283505905811694,2.946169754800492,3,2.327777777777778
1.783132530120482,2.327777777777778,2.307813144099924,1.5484828290849835,2,2.327777777777778
1.783132530120482,2.327777777777778,1.8283505905811694,1.5484828290849835,1,2.327777777777778
1.783132530120482,2.327777777777778,1.8283505905811694,3.069369373100244,2,2.327777777777778
1.783132530120482,2.327777777777778,1.8283505905811694,2.58424545576396,2,2.327777777777778
1.783132530120482,2.327777777777778,2.307813144099924,3.069369373100244,4,2.327777777777778
1.783132530120482,2.327777777777778,2.307813144099924,1.5484828290849835,3,2.327777777777778
1.783132530120482,2.327777777777778,1.8283505905811694,1.5484828290849835,1,2.327777777777778
1.783132530120482,2.327777777777778,1.8283505905811694,1.5484828290849835,1,2.327777777777778
1.9078341013824884,2.327777777777778,1.8283505905811694,1.5484828290849835,3,2.327777777777778
1.9078341013824884,2.327777777777778,1.8283505905811694,1.5484828290849835,3,2.327777777777778
1.783132530120482,1.2531645569620253,1.8283505905811694,1.5484828290849835,1,1.2531645569620253
1.783132530120482,2.327777777777778,2.307813144099924,3.069369373100244,1,2.327777777777778
1.783132530120482,2.327777777777778,1.8283505905811694,3.069369373100244,1,2.327777777777778
1.783132530120482,2.327777777777778,1.8283505905811694,1.5484828290849835,1,2.327777777777778
1.783132530120482,2.327777777777778,2.307813144099924,1.5484828290849835,1,2.327777777777778
1.783132530120482,2.327777777777778,1.8283505905811694,1.5484828290849835,1,2.327777777777778
1.9078341013824884,1.2531645569620253,1.8283505905811694,1.5484828290849835,1,1.2531645569620253
1.783132530120482,2.327777777777778,1.8283505905811694,2.58424545576396,2,2.327777777777778
1.783132530120482,2.327777777777778,2.307813144099924,2.58424545576396,2,2.327777777777778
1.783132530120482,2.327777777777778,1.8283505905811694,1.5484828290849835,1,2.327777777777778
1.9078341013824884,1.2531645569620253,1.8283505905811694,1.5484828290849835,1,1.2531645569620253
1.9078341013824884,1.2531645569620253,1.8283505905811694,1.5484828290849835,1,1.2531645569620253
1.9078341013824884,1.6470588235294117,1.8283505905811694,1.5484828290849835,3,1.6470588235294117
1.9078341013824884,2.327777777777778,1.8283505905811694,1.5484828290849835,3,2.327777777777778
1.9078341013824884,2.327777777777778,1.8283505905811694,1.5484828290849835,1,2.327777777777778
1.9078341013824884,2.327777777777778,1.8283505905811694,2.946169754800492,3,2.327777777777778
1.9078341013824884,1.6470588235294117,1.8283505905811694,2.946169754800492,4,1.6470588235294117
1.9078341013824884,1.6470588235294117,1.8283505905811694,1.5484828290849835,1,1.6470588235294117
1.9078341013824884,2.327777777777778,1.8283505905811694,1.5484828290849835,1,2.327777777777778
1.9078341013824884,2.327777777777778,1.8283505905811694,3.069369373100244,2,2.327777777777778
1.9078341013824884,1.2531645569620253,1.8283505905811694,1.5484828290849835,1,1.2531645569620253
1.9078341013824884,1.6470588235294117,1.8283505905811694,1.5484828290849835,2,1.6470588235294117
1.9078341013824884,1.6470588235294117,1.8283505905811694,1.5484828290849835,2,1.6470588235294117
1.9078341013824884,1.6470588235294117,1.8283505905811694,1.5484828290849835,2,1.6470588235294117
1.9078341013824884,1.6470588235294117,1.8283505905811694,1.5484828290849835,2,1.6470588235294117
1.9078341013824884,1.2531645569620253,1.8283505905811694,1.5484828290849835,1,1.2531645569620253
1.9078341013824884,1.6470588235294117,1.8283505905811694,1.5484828290849835,2,1.6470588235294117
1.9078341013824884,1.6470588235294117,1.8283505905811694,1.5484828290849835,2,1.6470588235294117
1.9078341013824884,1.6470588235294117,1.8283505905811694,1.5484828290849835,3,1.6470588235294117
1.9078341013824884,1.2531645569620253,1.8283505905811694,1.5484828290849835,1,1.2531645569620253
1.9078341013824884,2.327777777777778,1.8283505905811694,1.5484828290849835,1,2.327777777777778
1.9078341013824884,2.327777777777778,1.7228665199779425,1.5484828290849835,1,2.327777777777778
1.9078341013824884,1.2531645569620253,1.8283505905811694,1.5484828290849835,1,1.2531645569620253
1.9078341013824884,1.6470588235294117,1.8283505905811694,1.5484828290849835,1,1.6470588235294117
2.5185185185185186,2.327777777777778,1.8283505905811694,1.5484828290849835,2,2.327777777777778
2.5185185185185186,2.327777777777778,1.8283505905811694,2.946169754800492,4,2.327777777777778
1.783132530120482,2.327777777777778,1.8283505905811694,3.069369373100244,5,2.327777777777778
1.783132530120482,2.327777777777778,2.8321087264967653,3.069369373100244,5,2.327777777777778
1.783132530120482,2.327777777777778,2.8321087264967653,3.069369373100244,5,2.327777777777778
1.783132530120482,2.327777777777778,2.8321087264967653,3.069369373100244,5,2.327777777777778
1.9078341013824884,2.327777777777778,1.8283505905811694,3.069369373100244,5,2.327777777777778
1.9078341013824884,2.327777777777778,1.8283505905811694,3.069369373100244,5,2.327777777777778
1.783132530120482,2.327777777777778,1.8283505905811694,3.069369373100244,5,2.327777777777778
1.783132530120482,2.327777777777778,1.8283505905811694,3.069369373100244,4,2.327777777777778
1.783132530120482,2.327777777777778,1.8283505905811694,3.069369373100244,2,2.327777777777778
1.9078341013824884,2.327777777777778,1.8283505905811694,2.946169754800492,5,2.327777777777778
1.9078341013824884,2.327777777777778,1.8283505905811694,2.946169754800492,5,2.327777777777778
1.9078341013824884,2.327777777777778,1.8283505905811694,1.5484828290849835,2,2.327777777777778
1.9078341013824884,1.6470588235294117,1.8283505905811694,1.5484828290849835,3,1.6470588235294117
