intercept,temperature_0,temperature_1,package_0,package_1,preservative_0,preservative_1,preservative_2,preservative_3,sterilization_0,sterilization_1,sterilization_2,target
1,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,0.25,0.5,0.75,3
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,0.25,0.5,0.75,2
1,-0.6666666666666666,-0.3333333333333333,-0.6666666666666666,-0.3333333333333333,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,-0.6666666666666666,-0.3333333333333333,-0.6666666666666666,-0.3333333333333333,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,0.3333333333333333,-0.3333333333333333,-0.6666666666666666,-0.3333333333333333,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,0.2,0.4,0.6,0.8,-0.75,-0.5,-0.25,1
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,0.2,0.4,0.6,0.8,0.25,-0.5,-0.25,4
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,0.25,-0.5,-0.25,4
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,0.2,0.4,0.6,0.8,0.25,-0.5,-0.25,5
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,0.25,-0.5,-0.25,5
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,0.25,0.5,0.75,3
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,0.25,-0.5,-0.25,4
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,0.25,-0.5,-0.25,4
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,2
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,0.2,0.4,0.6,0.8,-0.75,-0.5,-0.25,2
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,2
1,-0.6666666666666666,-0.3333333333333333,-0.6666666666666666,-0.3333333333333333,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,0.2,0.4,0.6,0.8,-0.75,-0.5,-0.25,2
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,-0.6666666666666666,-0.3333333333333333,-0.6666666666666666,-0.3333333333333333,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,-0.6666666666666666,-0.3333333333333333,-0.6666666666666666,-0.3333333333333333,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,2
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,3
1,0.3333333333333333,-0.3333333333333333,-0.6666666666666666,-0.3333333333333333,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,0.3333333333333333,-0.3333333333333333,-0.6666666666666666,-0.3333333333333333,0.2,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,2
1,0.3333333333333333,-0.3333333333333333,-0.6666666666666666,-0.3333333333333333,0.2,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,2
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,0.25,-0.5,-0.25,2
1,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,0.3333333333333333,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,0.3333333333333333,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.2,0.4,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,0.25,-0.5,-0.25,2
1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,0.25,-0.5,-0.25,3
1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,0.25,-0.5,-0.25,3
1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.2,0.4,0.6,-0.2,-0.75,-0.5,-0.25,3
1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,0.25,-0.5,-0.25,1
1,0.3333333333333333,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,0.3333333333333333,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,0.3333333333333333,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,0.2,0.4,0.6,-0.2,0.25,0.5,0.75,4
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,0.25,0.5,0.75,1
1,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.6666666666666666,0.2,0.4,0.6,-0.2,0.25,0.5,-0.25,3
1,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,0.25,0.5,-0.25,2
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,2
1,-0.6666666666666666,-0.3333333333333333,-0.6666666666666666,-0.3333333333333333,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,-0.6666666666666666,-0.3333333333333333,-0.6666666666666666,-0.3333333333333333,0.2,0.4,0.6,-0.2,-0.75,-0.5,-0.25,2
1,-0.6666666666666666,-0.3333333333333333,-0.6666666666666666,-0.3333333333333333,0.2,0.4,0.6,0.8,-0.75,-0.5,-0.25,1
1,-0.6666666666666666,-0.3333333333333333,-0.6666666666666666,-0.3333333333333333,0.2,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,2
1,-0.6666666666666666,-0.3333333333333333,-0.6666666666666666,-0.3333333333333333,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,0.25,0.5,-0.25,4
1,-0.6666666666666666,-0.3333333333333333,-0.6666666666666666,-0.3333333333333333,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,0.2,0.4,0.6,-0.2,-0.75,-0.5,-0.25,1
1,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.6666666666666666,0.2,0.4,0.6,-0.2,0.25,0.5,-0.25,3
1,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,0.25,0.5,-0.25,2
1,-0.6666666666666666,-0.3333333333333333,-0.6666666666666666,-0.3333333333333333,0.2,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,2
1,-0.6666666666666666,-0.3333333333333333,-0.6666666666666666,-0.3333333333333333,0.2,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,-0.6666666666666666,-0.3333333333333333,-0.6666666666666666,-0.3333333333333333,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,0.25,-0.5,-0.25,1
1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,0.25,-0.5,-0.25,4
1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,0.25,-0.5,-0.25,5
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,0.25,-0.5,-0.25,5
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,4
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.2,0.4,0.6,-0.2,-0.75,-0.5,-0.25,1
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.2,0.4,0.6,-0.2,0.25,0.5,-0.25,3
1,0.3333333333333333,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,0.25,-0.5,-0.25,1
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,0.25,-0.5,-0.25,5
1,0.3333333333333333,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.2,0.4,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,0.3333333333333333,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,-0.6666666666666666,-0.3333333333333333,-0.6666666666666666,-0.3333333333333333,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,0.3333333333333333,-0.3333333333333333,-0.6666666666666666,-0.3333333333333333,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.2,0.4,0.6,0.8,0.25,-0.5,-0.25,1
1,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,0.25,-0.5,-0.25,2
1,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,0.3333333333333333,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,3
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,4
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,2
1,-0.6666666666666666,-0.3333333333333333,-0.6666666666666666,-0.3333333333333333,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,0.3333333333333333,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,0.3333333333333333,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.8,-0.6,-0.4,-0.2,-0.75,-0.5,-0.25,1
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,0.25,0.5,0.75,1
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,0.25,-0.5,-0.25,1
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,-0.8,-0.6,-0.4,-0.2,0.25,-0.5,-0.25,1
1,-0.6666666666666666,-0.3333333333333333,0.3333333333333333,0.6666666666666666,0.2,0.4,0.6,0.8,0.25,0.5,0.75,3
